,Pain Assessment and Follow-Up,N/A,0420,131,Percentage of visits for patients aged 18 years and older with documentation of a pain assessment using a standardized tool(s) on each visit AND documentation of a follow-up plan when pain is present,Communication and Care Coordination,Process,Centers for Medicare & Medicaid Services,Quality Insights of Pennsylvania,-,X,-,-,-,X,X,"Acute Otitis Externa (AOE)
Sinusitis 
Rheumatoid Arthritis
Multiple Chronic Conditions",X,-,-,-,-,-,Measure Specification Manuals
,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,2v5,0418,134,"Percentage of patients aged 12 years and older screened for clinical depression on the date of the encounter using an age appropriate standardized depression screening tool AND if positive, a follow-up plan is documented on the date of the positive screen. ",Community/Population Health,Process,Centers for Medicare & Medicaid Services,Mathematica,Quality Insights of Pennsylvania,X,-,X,X,X,X,"Preventive Care 
HIV/AIDS 
Multiple Chronic Conditions
Dementia",X,X,-,-,X,-,Measure Specification Manuals
,Melanoma: Continuity of Care – Recall System,N/A,0650,137,"Percentage of patients, regardless of age, with a current diagnosis of melanoma or a history of melanoma whose information was entered, at least once within a 12 month period, into a recall system that includes:
 • A target date for the next complete physical skin exam, AND
 • A process to follow up with patients who either did not make an appointment within the specified timeframe or who missed a scheduled appointment",Communication and Care Coordination,Structure,American Academy of Dermatology,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Melanoma: Coordination of Care,N/A,N/A,138,"Percentage of patient visits, regardless of age, with a new occurrence of melanoma who have a treatment plan documented in the chart that was communicated to the physician(s) providing continuing care within one month of diagnosis",Communication and Care Coordination,Process,American Academy of Dermatology,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Age-Related Macular Degeneration (AMD): Counseling on Antioxidant Supplement,N/A,0566,140,Percentage of patients aged 50 years and older with a diagnosis of age-related macular degeneration (AMD) or their caregiver(s) who were counseled within 12 months on the benefits and/or risks of the Age-Related Eye Disease Study (AREDS) formulation for preventing progression of AMD,Effective Clinical Care,Process,American Academy of Ophthalmology,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Primary Open-Angle Glaucoma (POAG): Reduction of Intraocular Pressure (IOP) by 15% OR Documentation of a Plan of Care,N/A,0563,141,"Percentage of patients aged 18 years and older with a diagnosis of primary open-angle glaucoma (POAG) whose glaucoma treatment has not failed (the most recent IOP was reduced by at least 15% from the pre- intervention level) OR if the most recent IOP was not reduced by at least 15% from the pre- intervention level, a plan of care was documented within 12 months",Communication and Care Coordination,Outcome,American Academy of Ophthalmology,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Oncology: Medical and Radiation – Pain Intensity Quantified,157v4,0384,143,"Percentage of patient visits, regardless of patient age, with a diagnosis of cancer currently receiving chemotherapy or radiation therapy in which pain intensity is quantified",Person and Caregiver-Centered Experience and Outcomes,Process,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,X,-,X,X,Oncology,-,-,-,-,X,-,Measure Specification Manuals
,Oncology: Medical and Radiation – Plan of Care for Pain,N/A,0383,144,"Percentage of visits for patients, regardless of age, with a diagnosis of cancer currently receiving chemotherapy or radiation therapy who report having pain with a documented plan of care to address pain",Person and Caregiver-Centered Experience and Outcomes,Process,American Society of Clinical Oncology,-,-,-,-,-,-,X,X,Oncology,-,-,-,-,-,-,Measure Specification Manuals
,Radiology: Exposure Time Reported for Procedures Using Fluoroscopy,N/A,N/A,145,"Final reports for procedures using fluoroscopy that document radiation exposure indices, or exposure time and number of fluorographic images (if radiation exposure indices are not available)",Patient Safety,Process,American College of Radiology,American Medical Association-Physician Consortium for Performance Improvement,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Radiology: Inappropriate Use of “Probably Benign” Assessment Category in Mammography Screening,N/A,0508,146,Percentage of final reports for screening mammograms that are classified as “probably benign”,Efficiency and Cost Reduction,Process,American College of Radiology,American Medical Association-Physician Consortium for Performance Improvement,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Nuclear Medicine: Correlation with Existing Imaging Studies for All Patients Undergoing Bone Scintigraphy,N/A,N/A,147,"Percentage of final reports for all patients, regardless of age, undergoing bone scintigraphy that include physician documentation of correlation with existing relevant imaging studies (e.g., x-ray, MRI, CT, etc.) that were performed",Communication and Care Coordination,Process,American Medical Association-Physician Consortium for Performance Improvement,Society of Nuclear Medicine and Molecular Imaging,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Falls: Risk Assessment,N/A,0101,154,Percentage of patients aged 65 years and older with a history of falls who had a risk assessment for falls completed within 12 months,Patient Safety,Process,National Committee for Quality Assurance,American Medical Association-Physician Consortium for Performance Improvement,-,X,-,-,-,X,X,"Acute Otitis Externa (AOE)
Multiple Chronic Conditions",X,-,-,-,-,-,Measure Specification Manuals
,Falls: Plan of Care,N/A,0101,155,Percentage of patients aged 65 years and older with a history of falls who had a plan of care for falls documented within 12 months,Communication and Care Coordination,Process,National Committee for Quality Assurance,American Medical Association-Physician Consortium for Performance Improvement,-,X,-,-,-,X,X,"Acute Otitis Externa (AOE)
Multiple Chronic Conditions",X,-,-,-,-,-,Measure Specification Manuals
,Oncology: Radiation Dose Limits to Normal Tissues,N/A,0382,156,"Percentage of patients, regardless of age, with a diagnosis of breast, rectal, pancreatic or lung cancer receiving 3D conformal radiation therapy who had documentation in medical record that radiation dose limits to normal tissues were established prior to the initiation of a course of 3D conformal radiation for a minimum of two tissues.",Patient Safety,Process,American Society for Radiation Oncology,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,HIV/AIDS: Pneumocystis Jiroveci Pneumonia (PCP) Prophylaxis,52v4,0405,160,Percentage of patients aged 6 weeks and older with a diagnosis of HIV/AIDS who were prescribed Pneumocystis Jiroveci Pneumonia (PCP) prophylaxis,Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,-,-,X,-,X,-,HIV/AIDS,-,-,-,-,X,-,Measure Specification Manuals
,Diabetes: Foot Exam,123v4,0056,163,Percentage of patients aged 18-75 years of age with diabetes who had a foot exam during the measurement period,Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,X,-,-,X,-,Measure Specification Manuals
,Coronary Artery Bypass Graft (CABG): Prolonged Intubation,N/A,0129,164,Percentage of patients aged 18 years and older undergoing isolated CABG surgery who require postoperative intubation > 24 hours,Effective Clinical Care,Outcome,Society of Thoracic Surgeons,-,-,-,-,-,-,X,X,Coronary Artery Bypass Graft,-,-,-,-,-,-,Measure Specification Manuals
,Coronary Artery Bypass Graft (CABG): Deep Sternal Wound Infection Rate,N/A,0130,165,"Percentage of patients aged 18 years and older undergoing isolated CABG surgery who, within 30 days postoperatively, develop deep sternal wound infection involving muscle, bone, and/or mediastinum requiring operative intervention",Effective Clinical Care,Outcome,Society of Thoracic Surgeons,-,-,-,-,-,-,X,-,Coronary Artery Bypass Graft,-,-,-,-,-,-,Measure Specification Manuals
,Coronary Artery Bypass Graft (CABG): Stroke,N/A,0131,166,"Percentage of patients aged 18 years and older undergoing isolated CABG surgery who have a postoperative stroke (i.e., any confirmed neurological deficit of abrupt onset caused by a disturbance in blood supply to the brain) that did not resolve within 24 hours",Effective Clinical Care,Outcome,Society of Thoracic Surgeons,-,-,-,-,-,-,X,-,Coronary Artery Bypass Graft,-,-,-,-,-,-,Measure Specification Manuals
,Coronary Artery Bypass Graft (CABG): Postoperative Renal Failure,N/A,0114,167,Percentage of patients aged 18 years and older undergoing isolated CABG surgery (without pre-existing renal failure) who develop postoperative renal failure or require dialysis,Effective Clinical Care,Outcome,Society of Thoracic Surgeons,-,-,-,-,-,-,X,-,Coronary Artery Bypass Graft,-,-,-,-,-,-,Measure Specification Manuals
,Coronary Artery Bypass Graft (CABG): Surgical Re-Exploration,N/A,0115,168,"Percentage of patients aged 18 years and older undergoing isolated CABG surgery who require a return to the operating room (OR) during the current hospitalization for mediastinal bleeding with or without tamponade, graft occlusion, valve dysfunction, or other cardiac reason",Effective Clinical Care,Outcome,Society of Thoracic Surgeons,-,-,-,-,-,-,X,-,Coronary Artery Bypass Graft,-,-,-,-,-,-,Measure Specification Manuals
,Rheumatoid Arthritis (RA): Tuberculosis Screening,N/A,N/A,176,Percentage of patients aged 18 years and older with a diagnosis of rheumatoid arthritis (RA) who have documentation of a tuberculosis (TB) screening performed and results interpreted within 6 months prior to receiving a first course of therapy using a biologic disease-modifying anti-rheumatic drug (DMARD),Effective Clinical Care,Process,American College of Rheumatology,-,-,-,-,-,-,X,-,Rheumatoid Arthritis,-,-,X,-,-,-,Measure Specification Manuals
,Rheumatoid Arthritis (RA): Periodic Assessment of Disease Activity,N/A,N/A,177,Percentage of patients aged 18 years and older with a diagnosis of rheumatoid arthritis (RA) who have an assessment and classification of disease activity within 12 months,Effective Clinical Care,Process,American College of Rheumatology,-,-,-,-,-,-,X,-,Rheumatoid Arthritis,-,-,X,-,-,-,Measure Specification Manuals
,Rheumatoid Arthritis (RA): Functional Status Assessment,N/A,N/A,178,Percentage of patients aged 18 years and older with a diagnosis of rheumatoid arthritis (RA) for whom a functional status assessment was performed at least once within 12 months,Effective Clinical Care,Process,American College of Rheumatology,,,-,-,-,-,X,X,Rheumatoid Arthritis,-,-,X,-,-,-,Measure Specification Manuals
,Rheumatoid Arthritis (RA): Assessment and Classification of Disease Prognosis,N/A,N/A,179,Percentage of patients aged 18 years and older with a diagnosis of rheumatoid arthritis (RA) who have an assessment and classification of disease prognosis at least once within 12 months,Effective Clinical Care,Process,American College of Rheumatology,-,-,-,-,-,-,X,-,Rheumatoid Arthritis,-,-,X,-,-,-,Measure Specification Manuals
,Rheumatoid Arthritis (RA): Glucocorticoid Management,N/A,N/A,180,"Percentage of patients aged 18 years and older with a diagnosis of rheumatoid arthritis (RA) who have been assessed for glucocorticoid use and, for those on prolonged doses of prednisone ≥ 10 mg daily (or equivalent) with improvement or no change in disease activity, documentation of glucocorticoid management plan within 12 months",Effective Clinical Care,Process,American College of Rheumatology,-,-,-,-,-,-,X,-,Rheumatoid Arthritis,-,-,X,-,-,-,Measure Specification Manuals
,Elder Maltreatment Screen and Follow-Up Plan,N/A,N/A,181,Percentage of patients aged 65 years and older with a documented elder maltreatment screen using an Elder Maltreatment Screening Tool on the date of encounter AND a documented follow-up plan on the date of the positive screen,Patient Safety,Process,Centers for Medicare & Medicaid Services,Quality Insights of Pennsylvania,-,X,-,-,-,-,X,-,-,-,X,-,-,-,Measure Specification Manuals
,Functional Outcome Assessment,N/A,2624,182,Percentage of visits for patients aged 18 years and older with documentation of a current functional outcome assessment using a standardized functional outcome assessment tool on the date of encounter AND documentation of a care plan based on identified functional outcome deficiencies on the date of the identified deficiencies.,Communication and Care Coordination,Process,Centers for Medicare & Medicaid Services,Quality Insights of Pennsylvania,-,X,-,-,-,-,X,-,X,-,X,-,-,-,Measure Specification Manuals
,Hepatitis C: Hepatitis A Vaccination,N/A,0399,183,"Percentage of patients aged 18 years and older with a diagnosis of chronic hepatitis C who have received at least one injection of hepatitis A vaccine, or who have documented immunity to hepatitis A",Community/Population Health,Process,American Medical Association-Physician Consortium for Performance Improvement,American Gastroenterological Association,-,-,-,-,-,X,-,Hepatitis C,-,-,-,-,-,-,Measure Specification Manuals
,Colonoscopy Interval for Patients with a History of Adenomatous Polyps – Avoidance of Inappropriate Use,N/A,0659,185,"Percentage of patients aged 18 years and older receiving a surveillance colonoscopy, with a history of a prior adenomatous polyp(s) in previous colonoscopy findings, who had an interval of 3 or more years since their last colonoscopy",Communication and Care Coordination,Process,American Medical Association-Physician Consortium for Performance Improvement,American Gastroenterological Association,"American Society for Gastrointestinal Endoscopy/ American College of Gastroenterology
",X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Stroke and Stroke Rehabilitation: Thrombolytic Therapy,N/A,N/A,187,Percentage of patients aged 18 years and older with a diagnosis of acute ischemic stroke who arrive at the hospital within two hours of time last known well and for whom IV t-PA was initiated within three hours of time last known well,Effective Clinical Care,Outcome,American Heart Association,American Society of Anesthesiologists,The Joint Commission,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Cataracts: 20/40 or Better Visual Acuity within 90 Days Following Cataract Surgery,133v4,0565,191,Percentage of patients aged 18 years and older with a diagnosis of uncomplicated cataract who had cataract surgery and no significant ocular conditions impacting the visual outcome of surgery and had best-corrected visual acuity of 20/40 or better (distance or near) achieved within 90 days following the cataract surgery,Effective Clinical Care,Outcome,American Medical Association-Physician Consortium for Performance Improvement,National Committee for Quality Assurance,-,-,-,X,-,X,X,Cataracts,-,-,-,-,X,-,Measure Specification Manuals
,Cataracts: Complications within 30 Days Following Cataract Surgery Requiring Additional Surgical Procedures,132v4,0564,192,"Percentage of patients aged 18 years and older with a diagnosis of uncomplicated cataract who had cataract surgery and had any of a specified list of surgical procedures in the 30 days following cataract surgery which would indicate the occurrence of any of the following major complications: retained nuclear fragments, endophthalmitis, dislocated or wrong power IOL, retinal detachment, or wound dehiscence",Patient Safety,Outcome,American Medical Association-Physician Consortium for Performance Improvement,National Committee for Quality Assurance,-,-,-,X,-,X,X,Cataracts,-,-,-,-,X,-,Measure Specification Manuals
,Radiology: Stenosis Measurement in Carotid Imaging Reports,N/A,0507,195,"Percentage of final reports for carotid imaging studies (neck magnetic resonance angiography [MRA], neck computed tomography angiography [CTA], neck duplex ultrasound, carotid angiogram) performed that include direct or indirect reference to measurements of distal internal carotid diameter as the denominator for stenosis measurement",Effective Clinical Care,Process,American College of Radiology,American Medical Association-Physician Consortium for Performance Improvement,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,164v4,0068,204,"Percentage of patients 18 years of age and older who were discharged alive for acute myocardial infarction (AMI), coronary artery bypass graft (CABG) or percutaneous coronary interventions (PCI) in the 12 months prior to the measurement period, or who had an active diagnosis of ischemic vascular disease (IVD) during the measurement period and who had documentation of use of aspirin or another antithrombotic during the measurement period",Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,X,-,X,X,X,X,Cardiovascular Prevention,-,-,-,-,X,X,Measure Specification Manuals
,"HIV/AIDS: Sexually Transmitted Disease Screening for Chlamydia, Gonorrhea, and Syphilis",N/A,0409,205,"Percentage of patients aged 13 years and older with a diagnosis of HIV/AIDS for whom chlamydia, gonorrhea and syphilis screenings were performed at least once since the diagnosis of HIV infection ",Effective Clinical Care,Process,National Committee for Quality Assurance,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,X,X,HIV/AIDS,-,-,-,-,-,-,Measure Specification Manuals
,Functional Deficit: Change in Risk-Adjusted Functional Status for Patients with Knee Impairments,N/A,0422,217,Percentage of patients aged 18 or older that receive treatment for a functional deficit secondary to a diagnosis that affects the knee in which the change in their Risk-Adjusted Functional Status is measured,Communication and Care Coordination,Process,"Focus on Therapeutic Outcomes, Inc.",-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Functional Deficit: Change in Risk-Adjusted Functional Status for Patients with Hip Impairments,N/A,0423,218,Percentage of patients aged 18 or older that receive treatment for a functional deficit secondary to a diagnosis that affects the hip in which the change in their Risk-Adjusted Functional Status is measured,Communication and Care Coordination,Outcome,"Focus on Therapeutic Outcomes, Inc.",-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,"Functional Deficit: Change in Risk-Adjusted Functional Status for Patients with Lower Leg, Foot or Ankle Impairments",N/A,0424,219,"Percentage of patients aged 18 or older that receive treatment for a functional deficit secondary to a diagnosis that affects the lower leg, foot or ankle in which the change in their Risk-Adjusted Functional Status is measured",Communication and Care Coordination,Outcome,"Focus on Therapeutic Outcomes, Inc.",-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Functional Deficit: Change in Risk-Adjusted Functional Status for Patients with Lumbar Spine Impairments,N/A,0425,220,Percentage of patients aged 18 or older that receive treatment for a functional deficit secondary to a diagnosis that affects the lumbar spine in which the change in their Risk-Adjusted Functional Status is measured,Communication and Care Coordination,Outcome,"Focus on Therapeutic Outcomes, Inc.",-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Functional Deficit: Change in Risk-Adjusted Functional Status for Patients with Shoulder Impairments,N/A,0426,221,Percentage of patients aged 18 or older that receive treatment for a functional deficit secondary to a diagnosis that affects the shoulder in which the change in their Risk-Adjusted Functional Status is measured,Communication and Care Coordination,Outcome,"Focus on Therapeutic Outcomes, Inc.",-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,"Functional Deficit: Change in Risk-Adjusted Functional Status for Patients with Elbow, Wrist or Hand Impairments",N/A,0427,222,"Percentage of patients aged 18 or older that receive treatment for a functional deficit secondary to a diagnosis that affects the elbow, wrist or hand in which the change in their Risk-Adjusted Functional Status is measured",Communication and Care Coordination,Outcome,"Focus on Therapeutic Outcomes, Inc.",-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,"Functional Deficit: Change in Risk-Adjusted Functional Status for Patients with Neck, Cranium, Mandible, Thoracic Spine, Ribs, or Other General Orthopedic Impairments",N/A,0428,223,"Percentage of patients aged 18 or older that receive treatment for a functional deficit secondary to a diagnosis that affects the neck, cranium, mandible, thoracic spine, ribs, or other general orthopedic impairment in which the change in their Risk-Adjusted Functional Status is measured",Communication and Care Coordination,Outcome,"Focus on Therapeutic Outcomes, Inc.",-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Melanoma: Overutilization of Imaging Studies in Melanoma,N/A,0562,224,"Percentage of patients, regardless of age, with a current diagnosis of stage 0 through IIC melanoma or a history of melanoma of any stage, without signs or symptoms suggesting systemic spread, seen for an office visit during the one-year measurement period, for whom no diagnostic imaging studies were ordered",Efficiency and Cost Reduction,Process,American Academy of Dermatology,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Radiology: Reminder System for Screening Mammograms,N/A,0509,225,Percentage of patients undergoing a screening mammogram whose information is entered into a reminder system with a target due date for the next mammogram,Communication and Care Coordination,Structure,American College of Radiology,American Medical Association-Physician Consortium for Performance Improvement,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,138v4,0028,226,Percentage of patients aged 18 years and older who were screened for tobacco use one or more times within 24 months AND who received cessation counseling intervention if identified as a tobacco user.,Community/Population Health,Process,American Medical Association-Physician Consortium for Performance Improvement,-,-,X,-,X,X,X,X,"Preventive Care
Heart Failure
Coronary Artery Disease
Chronic Obstructive Pulmonary Disease
Inflammatory Bowel Disease
Asthma
Oncology
Chronic Kidney Disease
Cataracts
Diabetic Mellitus
General Surgery
Hepatitis C
HIV/AIDS
Sinusitis 
Sleep Apnea
Total Knee Replacement
Acute Otitis Externa (AOE)
Cardiovascular Prevention
Diabetic Retinopathy",X,X,-,-,X,X,Measure Specification Manuals
,Controlling High Blood Pressure,165v4,0018,236,Percentage of patients 18-85 years of age who had a diagnosis of hypertension and whose blood pressure was adequately controlled (<140/90 mmHg) during the measurement period,Effective Clinical Care, Intermediate Outcome,National Committee for Quality Assurance,-,-,X,-,X,X,X,X,Cardiovascular Prevention,X,X,-,-,X,X,Measure Specification Manuals
,Use of High-Risk Medications in the Elderly,156v4,0022,238,"Percentage of patients 66 years of age and older who were ordered high-risk medications. Two rates are reported.
a. Percentage of patients who were ordered at least one high-risk medication. 
b. Percentage of patients who were ordered at least two different high-risk medications.",Patient Safety,Process,National Committee for Quality Assurance,-,-,-,-,X,-,X,X,Multiple Chronic Conditions,-,-,-,-,X,-,Measure Specification Manuals
,Weight Assessment and Counseling for Nutrition and Physical Activity for Children and Adolescents,155v4,0024,239,"Percentage of patients 3-17 years of age who had an outpatient visit with a Primary Care Physician (PCP) or Obstetrician/Gynecologist (OB/GYN) and who had evidence of the following during the measurement period. Three rates are reported.
 - Percentage of patients with height, weight, and body mass index (BMI) percentile documentation
 - Percentage of patients with counseling for nutrition
 - Percentage of patients with counseling for physical activity",Community/Population Health,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,Childhood Immunization Status,117v4,0038,240,"Percentage of children 2 years of age who had four diphtheria, tetanus and acellular pertussis (DTaP); three polio (IPV), one measles, mumps and rubella (MMR); three H influenza type B (HiB); three hepatitis B (Hep B); one chicken pox (VZV); four pneumococcal conjugate (PCV); one hepatitis A (Hep A); two or three rotavirus (RV); and two influenza (flu) vaccines by their second birthday.",Community/Population Health,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,X,-,-,-,X,-,Measure Specification Manuals
,Ischemic Vascular Disease (IVD): Complete Lipid Profile and LDL-C Control (< 100 mg/dL),182v5,N/A,241,"Percentage of patients 18 years of age and older who were discharged alive for acute myocardial infarction (AMI), coronary artery bypass graft (CABG) or percutaneous coronary interventions (PCI) in the 12 months prior to the measurement period, or who had an active diagnosis of ischemic vascular disease (IVD) during the measurement period, and who had each of the following during the measurement period: a complete lipid profile and LDL-C was adequately controlled (< 100 mg/dL)",Effective Clinical Care, Intermediate Outcome,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,X,Measure Specification Manuals
,Coronary Artery Disease (CAD): Symptom Management,N/A,N/A,242,Percentage of patients aged 18 years and older with a diagnosis of coronary artery disease (CAD) seen within a 12 month period with results of an evaluation of level of activity and an assessment of whether anginal symptoms are present or absent with appropriate management of anginal symptoms within a 12 month period,Effective Clinical Care,Outcome,American College of Cardiology,American Heart Association,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,X,-,Coronary Artery Disease,-,-,-,-,-,-,Measure Specification Manuals
,Cardiac Rehabilitation Patient Referral from an Outpatient Setting,N/A,0643,243,"Percentage of patients evaluated in an outpatient setting who within the previous 12 months have experienced an acute myocardial infarction (MI), coronary artery bypass graft (CABG) surgery, a percutaneous coronary intervention (PCI), cardiac valve surgery, or cardiac transplantation, or who have chronic stable angina (CSA) and have not already participated in an early outpatient cardiac rehabilitation/secondary prevention (CR) program for the qualifying event/diagnosis who were referred to a CR program",Communication and Care Coordination,Process,American College of Cardiology Foundation,American Heart Association,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Barrett's Esophagus,N/A,1854,249,Percentage of esophageal biopsy reports that document the presence of Barrett’s mucosa that also include a statement about dysplasia,Effective Clinical Care,Structure,College of American Pathologists,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Radical Prostatectomy Pathology Reporting,N/A,1853,250,"Percentage of radical prostatectomy pathology reports that include the pT category, the pN category, the Gleason score and a statement about margin status",Effective Clinical Care,Structure,College of American Pathologists,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Quantitative Immunohistochemical (IHC) Evaluation of Human Epidermal Growth Factor Receptor 2 Testing (HER2) for Breast Cancer Patients,N/A,1855,251,This is a measure based on whether quantitative evaluation of Human Epidermal Growth Factor Receptor 2 Testing (HER2) by immunohistochemistry (IHC) uses the system recommended in the current ASCO/CAP Guidelines for Human Epidermal Growth Factor Receptor 2 Testing in breast cancer,Effective Clinical Care,Structure,College of American Pathologists,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,"Ultrasound Determination of Pregnancy Location for Pregnant Patients with
Abdominal Pain",N/A,0651,254,Percentage of pregnant female patients aged 14 to 50 who present to the emergency department (ED) with a chief complaint of abdominal pain or vaginal bleeding who receive a trans-abdominal or trans-vaginal ultrasound to determine pregnancy location,Effective Clinical Care,Process,American College of Emergency Physicians,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Rh Immunoglobulin (Rhogam) for Rh-Negative Pregnant Women at Risk of Fetal Blood Exposure,N/A,N/A,255,Percentage of Rh-negative pregnant women aged 14-50 years at risk of fetal blood exposure who receive Rh-Immunoglobulin (Rhogam) in the emergency department (ED),Effective Clinical Care,Process,American College of Emergency Physicians,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Statin Therapy at Discharge after Lower Extremity Bypass (LEB),N/A,1519,257,Percentage of patients aged 18 years and older undergoing infra-inguinal lower extremity bypass who are prescribed a statin medication at discharge,Effective Clinical Care,Process,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Rate of Open Repair of Small or Moderate Non-Ruptured Abdominal Aortic Aneurysms (AAA) without Major Complications (Discharged to Home by Post-Operative Day #7),N/A,N/A,258,Percent of patients undergoing open repair of small or moderate sized non-ruptured abdominal aortic aneurysms who do not experience a major complication (discharge to home no later than post-operative day #7),Patient Safety,Outcome,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Rate of Endovascular Aneurysm Repair (EVAR) of Small or Moderate Non-Ruptured Abdominal Aortic Aneurysms (AAA) without Major Complications (Discharged to Home by Post-Operative Day #2),N/A,N/A,259,Percent of patients undergoing endovascular repair of small or moderate non-ruptured abdominal aortic aneurysms (AAA) that do not experience a major complication (discharged to home no later than post-operative day #2),Patient Safety,Outcome,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,"Rate of Carotid Endarterectomy (CEA) for Asymptomatic Patients, without Major Complications (Discharged to Home by Post-Operative Day #2)",N/A,N/A,260,Percent of asymptomatic patients undergoing CEA who are discharged to home no later than post-operative day #2,Patient Safety,Outcome,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Referral for Otologic Evaluation for Patients with Acute or Chronic Dizziness,N/A,N/A,261,Percentage of patients aged birth and older referred to a physician (preferably a physician specially trained in disorders of the ear) for an otologic evaluation subsequent to an audiologic evaluation after presenting with acute or chronic dizziness,Communication and Care Coordination,Process,Audiology Quality Consortium,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Image Confirmation of Successful Excision of Image–Localized Breast Lesion,N/A,N/A,262,"Image confirmation of lesion(s) targeted for image guided excisional biopsy or image guided partial mastectomy in patients with nonpalpable, image-detected breast lesion(s). Lesions may include: microcalcifications, mammographic or sonographic mass or architectural distortion, focal suspicious abnormalities on magnetic resonance imaging (MRI) or other breast imaging amenable to localization such as positron emission tomography (PET) mammography, or a biopsy marker demarcating site of confirmed pathology as established by previous core biopsy",Patient Safety,Process,American Society of Breast Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Preoperative Diagnosis of Breast Cancer,N/A,N/A,263,The percent of patients undergoing breast cancer operations who obtained the diagnosis of breast cancer preoperatively by a minimally invasive biopsy method ,Effective Clinical Care,Process,American Society of Breast Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Sentinel Lymph Node Biopsy for Invasive Breast Cancer,N/A,N/A,264,The percentage of clinically node negative (clinical stage T1N0M0 or T2N0M0) breast cancer patients who undergo a sentinel lymph node (SLN) procedure,Effective Clinical Care,Process,American Society of Breast Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Biopsy Follow-Up,N/A,N/A,265,Percentage of new patients whose biopsy results have been reviewed and communicated to the primary care/referring physician and patient by the performing physician,Communication and Care Coordination,Process,American Academy of Dermatology,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
